400 526
1 2 -2039
2 3 -8631
2 323 5355
3 4 469
4 5 -8428
4 158 -7116
5 6 4701
6 7 -5593
7 8 3661
8 9 -7337
9 10 -9180
10 11 2257
11 12 -4781
12 13 -1203
12 73 -1574
13 14 4931
13 205 -2063
14 15 2817
15 16 7268
16 17 1167
16 65 293
17 18 744
18 19 -6294
18 305 4719
19 20 -4845
20 21 -7880
21 22 853
22 23 -3287
23 24 -1134
24 25 3286
25 26 -5693
25 322 9788
26 27 7189
26 282 -752
27 28 774
28 29 5545
29 30 7108
30 31 4976
31 32 -1280
32 33 9085
32 186 5450
33 34 -3053
34 35 1792
35 36 2693
35 81 8846
36 37 -8874
37 38 -268
38 39 4892
39 40 -1230
39 66 9608
40 41 6984
41 42 -4006
41 291 -9129
42 43 -6938
43 44 7633
43 118 -9284
44 45 4667
44 102 9385
45 46 9088
46 47 -239
46 367 -9830
47 48 9006
48 49 -1897
48 269 -2760
49 50 3887
50 51 8790
51 52 -3142
52 53 9252
53 54 3035
54 55 -3862
55 56 328
55 118 9144
56 57 5740
57 58 6248
58 59 4263
59 60 1815
60 61 2213
61 62 -3891
61 276 -1678
62 63 -2597
63 64 -1986
64 65 -8157
65 66 -3459
66 67 -4653
67 68 -4569
68 69 -4958
68 331 -1733
69 70 -9417
69 155 -8538
70 71 4709
70 247 9076
71 72 3421
71 179 6396
72 73 -855
73 74 4446
74 75 -2355
75 76 -5349
76 77 5567
76 94 -395
77 78 3092
78 79 -797
78 369 6137
79 80 736
79 147 -1874
80 81 -4626
81 82 -5545
82 83 3105
82 25 -6271
83 84 -6729
84 85 -859
84 248 -6980
85 86 -8995
86 87 -2251
86 39 -4341
87 88 2978
87 175 5529
88 89 2807
89 90 330
90 91 -8934
90 199 -5438
91 92 -417
92 93 -8717
93 94 -2897
94 95 5277
95 96 -3225
96 97 -8386
96 376 7155
97 98 -3130
98 99 7383
99 100 3676
100 101 -9383
101 102 5721
102 103 5725
103 104 -1435
104 105 -8100
104 24 -9477
105 106 3302
106 107 4307
107 108 -709
108 109 -6706
109 110 -7556
109 147 7034
110 111 3147
110 371 7152
111 112 3122
112 113 -9920
113 114 -1792
114 115 9133
114 43 -733
115 116 828
116 117 5238
117 118 8497
117 76 -3276
118 119 -9216
119 120 -7609
120 121 2857
120 338 -4907
121 122 -1158
122 123 -2457
122 192 -7370
123 124 868
124 125 -9281
124 231 -5879
125 126 379
125 252 1486
126 127 -5318
127 128 -7767
128 129 2779
129 130 6422
129 107 -8501
130 131 4595
131 132 7320
131 234 -791
132 133 2501
132 159 3367
133 134 3049
134 135 5311
134 279 4857
135 136 -4583
136 137 -1559
137 138 -1142
138 139 -3206
138 352 7011
139 140 5129
139 224 245
140 141 6260
140 50 3194
141 142 604
142 143 -5501
142 167 4271
143 144 2882
143 43 -5835
144 145 -8061
145 146 -6711
145 389 -9131
146 147 -3524
147 148 -3700
148 149 7781
149 150 3378
150 151 -2476
151 152 1095
152 153 8823
153 154 2809
153 355 -5089
154 155 -2984
155 156 4206
156 157 -4700
157 158 -8274
158 159 -3154
159 160 3358
159 47 2793
160 161 1769
160 338 6262
161 162 5673
162 163 -4962
162 7 -4544
163 164 9227
164 165 -5657
165 166 -3188
165 304 113
166 167 5532
166 49 -1488
167 168 -784
167 219 8511
168 169 -3119
168 292 7275
169 170 3554
170 171 9973
170 147 8603
171 172 7341
172 173 9442
173 174 1463
174 175 -6484
175 176 2427
175 225 -2475
176 177 6139
177 178 -4066
177 345 -4299
178 179 9689
179 180 212
179 369 -9274
180 181 -1975
181 182 -7267
182 183 35
183 184 8348
183 138 -5444
184 185 -9624
185 186 3918
186 187 -4075
187 188 -3778
188 189 -7841
189 190 6606
190 191 -662
190 94 -3790
191 192 -9653
192 193 284
193 194 -7756
194 195 3567
195 196 576
196 197 -6783
197 198 5772
198 199 -7802
199 200 8078
200 201 6440
201 202 -1947
202 203 8923
202 131 6594
203 204 8815
204 205 8682
205 206 -9641
206 207 -3346
207 208 9099
207 256 6571
208 209 8039
208 265 1462
209 210 -8915
209 75 -4024
210 211 -3509
211 212 3652
211 107 1522
212 213 -8859
212 67 -2077
213 214 6855
214 215 9776
214 91 6980
215 216 383
216 217 2450
217 218 -7379
218 219 -4472
218 356 -52
219 220 -7159
220 221 2113
220 324 182
221 222 983
222 223 1790
222 113 -6409
223 224 -6004
223 308 6904
224 225 7220
225 226 611
226 227 -8337
227 228 -3086
228 229 7938
229 230 8601
230 231 -5463
231 232 4078
231 311 2828
232 233 3477
232 354 -6582
233 234 -5269
234 235 -5446
235 236 -8264
235 126 323
236 237 6400
237 238 -6434
237 249 8902
238 239 -4149
238 262 6033
239 240 -575
240 241 -6180
241 242 -2620
241 113 7645
242 243 2980
243 244 8466
243 180 5591
244 245 -7280
245 246 1052
246 247 4578
247 248 -3612
247 62 825
248 249 7914
248 300 -7719
249 250 2999
250 251 7388
251 252 278
252 253 -2687
252 222 -2822
253 254 4539
253 204 -6752
254 255 -4016
254 132 -9247
255 256 1639
256 257 -1457
257 258 -4086
257 35 7370
258 259 -2388
259 260 1484
260 261 6242
261 262 -5023
262 263 1203
263 264 -7117
264 265 -6495
265 266 -3253
266 267 7233
267 268 -2946
268 269 -3200
268 212 -532
269 270 7151
270 271 -4883
271 272 -9802
272 273 1134
273 274 8795
274 275 7166
275 276 6126
276 277 9513
277 278 9936
278 279 4758
278 310 -5907
279 280 8890
279 193 7240
280 281 -6917
280 68 -5600
281 282 -5161
282 283 2308
282 233 -2782
283 284 -6938
283 286 5068
284 285 6698
285 286 3428
286 287 4681
287 288 3633
287 91 -9208
288 289 5213
289 290 4206
289 49 2760
290 291 -609
290 225 4439
291 292 -3653
292 293 6642
293 294 1479
294 295 1720
295 296 1106
296 297 -2033
297 298 7636
298 299 4201
298 400 5028
299 300 -1735
300 301 -7558
301 302 -9505
302 303 -4610
303 304 3686
303 127 -8654
304 305 2988
305 306 -1552
306 307 7917
307 308 -6247
308 309 4646
309 310 5631
310 311 8727
311 312 4914
312 313 6237
313 314 7181
